,Unnamed: 0.2,Date,Scheme,Goals,xG,Shots,Shots on Target,Shot Accuracy,Passes,Passes on Target,Pass Accuracy,"Possession, %",Losses,Low Losses,Medium Losses,High Losses,Recoveries,Low Recoveries,Medium Recoveries,High Recoveries,Duels,Duels won,Duel win %,Shots from outside,Shots from outside on target,Shots from outside accuracy,Positional attacks,Positional attacks with shots,Positional attacks with shots %,Counterattacks,Counterattacks with shots,Counterattacks with shots %,Set pieces,Set pieces with shots,Set pieces with shots %,Corners,Corners with shots,Corners with shots %,Free kicks,Free kicks with shots,Free kicks with shots %,Penalties,Penalties converted,Penalties converted %,Crosses,Crosses accurate,Crosses accurate %,Deep completed crosses,Deep completed passes,Penalty area entries (runs / crosses),Penalty area entries runs,Penalty area entries crosses,Touches in penalty area,Offensive duels,Offensive duels won,Offensive duels won %,Offsides,Conceded goals,Shots against,Shots against on target,Shots against on target %,Defensive duels,Defensive duels won,Defensive duels won %,Aerial duels,Aerial duels won,Aerial duels won %,Sliding tackles,Sliding tackles successful,Sliding tackles successful %,Interceptions,Clearances,Fouls,Yellow cards,Red cards,Forward passes,Forward passes accurate,Forward passes accurate %,Back passes,Back passes accurate,Back passes accurate %,Lateral passes,Lateral passes accurate,Lateral passes accurate %,Long passes,Long passes accurate,Long passes accurate %,Passes to final third,Passes to final third accurate,Passes to final third accurate %,Progressive passes,Progressive passes accurate,Progressive passes accurate %,Smart passes,Smart passes accurate,Smart passes accurate %,Throw ins,Throw ins accurate,Throw ins accurate %,Goal kicks,Match tempo,Average passes per possession,Long pass %,Average shot distance,Average pass length,PPDA,Home,Win
43,43,2019-10-26,3,0,0.49,14,5,35.71,494,416,84.21,55.58,105,24,43,38,92,51,28,13,193,93,48.19,9,2,22.22,23,4,17.39,3,2,66.67,36,6,16.67,10,3,30.0,6,0,0.0,0,0,0,16,3,18.75,2,5,20,0,8,12,60,23,38.33,3,0,9,4,44.44,60,38,63.33,34,12,35.29,4,2,50.0,51,23,8,3,0,166,126,75.9,49,45,91.84,224,209,93.3,42,19,45.24,60,44,73.33,79,57,72.15,1,1,100.0,17,16,94.12,7,16.96,4.22,8.5,23.66,21.22,10.62,0,0
44,44,2019-10-19,3,0,0.78,11,2,18.18,400,324,81.0,46.79,113,13,35,65,81,29,33,19,242,108,44.63,6,0,0.0,36,4,11.11,2,0,0.0,24,6,25.0,6,4,66.67,5,0,0.0,0,0,0,31,10,32.26,9,4,29,1,18,16,73,32,43.84,2,0,10,1,10.0,73,43,58.9,57,20,35.09,1,0,0.0,43,17,8,1,0,147,113,76.87,59,56,94.92,130,109,83.85,37,25,67.57,51,37,72.55,83,67,80.72,4,4,100.0,28,27,96.43,6,17.29,3.51,9.25,20.31,21.08,12.6,0,0
45,45,2019-10-06,3,0,0.58,8,1,12.5,387,307,79.33,45.91,119,27,36,56,91,40,41,10,254,128,50.39,5,1,20.0,18,3,16.67,8,2,25.0,25,3,12.0,5,1,20.0,2,1,50.0,0,0,0,15,2,13.33,2,10,19,1,9,13,86,35,40.7,0,1,10,2,20.0,82,49,59.76,39,25,64.1,4,2,50.0,61,36,6,2,0,149,106,71.14,57,50,87.72,129,109,84.5,42,23,54.76,57,38,66.67,81,56,69.14,6,4,66.67,17,17,100.0,10,16.44,3.39,10.85,20.59,19.42,8.59,0,-1
46,46,2019-09-28,6,2,2.3,12,5,41.67,429,351,81.82,48.21,129,22,48,59,82,33,37,12,229,96,41.92,2,1,50.0,34,5,14.71,7,1,14.29,19,6,31.58,6,5,83.33,0,1,0.0,0,0,0,16,8,50.0,6,6,25,0,11,19,76,25,32.89,1,2,16,7,43.75,57,34,59.65,52,21,40.38,4,1,25.0,48,13,7,3,0,155,110,70.97,55,50,90.91,169,151,89.35,45,26,57.78,55,40,72.73,88,74,84.09,12,6,50.0,29,27,93.1,4,16.03,3.67,10.49,13.13,21.39,8.94,0,0
47,47,2019-09-20,3,3,0.93,6,3,50.0,260,177,68.08,36.66,152,38,60,54,97,40,46,11,276,124,44.93,3,0,0.0,18,3,16.67,1,0,0.0,24,2,8.33,5,1,20.0,2,0,0.0,0,0,0,9,1,11.11,1,2,7,1,1,8,101,28,27.72,2,1,24,7,29.17,79,53,67.09,50,22,44.0,2,2,100.0,70,34,9,3,0,131,76,58.02,38,29,76.32,49,42,85.71,47,19,40.43,38,20,52.63,56,32,57.14,2,0,0.0,22,20,90.91,16,15.1,2.32,18.08,18.38,18.32,8.97,0,1
48,48,2019-09-15,3,3,1.05,12,5,41.67,300,223,74.33,40.59,135,34,49,52,75,40,27,8,222,110,49.55,5,3,60.0,18,3,16.67,3,0,0.0,30,6,20.0,7,2,28.57,5,1,20.0,0,0,0,5,1,20.0,2,5,10,1,4,11,73,30,41.1,4,1,13,6,46.15,67,44,65.67,56,26,46.43,5,3,60.0,62,30,5,0,0,130,77,59.23,54,50,92.59,83,74,89.16,47,26,55.32,39,24,61.54,63,35,55.56,9,2,22.22,23,18,78.26,12,15.64,2.68,15.67,18.99,20.41,13.77,0,-1
49,49,2019-08-31,3,1,0.52,9,2,22.22,410,332,80.98,45.14,121,24,44,53,92,41,37,14,222,91,40.99,6,1,16.67,35,6,17.14,0,0,0.0,21,3,14.29,5,1,20.0,1,0,0.0,0,0,0,15,0,0.0,1,8,18,0,7,10,87,30,34.48,1,3,15,6,40.0,59,30,50.85,39,19,48.72,5,1,20.0,68,12,10,3,0,156,122,78.21,53,50,94.34,121,103,85.12,33,20,60.61,47,33,70.21,74,57,77.03,8,6,75.0,21,18,85.71,7,17.32,3.69,8.05,21.15,18.31,10.56,0,-1
50,50,2019-08-25,1,1,1.09,9,7,77.78,237,180,75.95,28.98,87,18,17,52,75,29,33,13,169,77,45.56,2,2,100.0,13,5,38.46,3,0,0.0,26,3,11.54,4,0,0.0,4,1,25.0,0,0,0,10,2,20.0,2,3,14,2,4,14,57,23,40.35,3,3,15,5,33.33,42,24,57.14,31,14,45.16,2,1,50.0,58,18,7,1,0,91,60,65.93,35,30,85.71,76,62,81.58,35,17,48.57,40,23,57.5,45,27,60.0,4,2,50.0,7,5,71.43,5,14.07,2.55,14.77,15.7,21.55,15.23,0,1
51,51,2019-08-17,3,2,1.41,12,4,33.33,266,208,78.2,35.79,108,30,23,55,65,32,23,10,202,81,40.1,6,1,16.67,24,6,25.0,3,2,66.67,28,2,7.14,5,0,0.0,3,0,0.0,1,1,100,14,5,35.71,4,13,19,1,4,18,53,21,39.62,2,1,19,7,36.84,72,34,47.22,57,21,36.84,9,5,55.56,54,27,13,2,0,111,77,69.37,47,44,93.62,54,44,81.48,51,27,52.94,45,28,62.22,63,45,71.43,3,2,66.67,14,14,100.0,11,15.1,2.58,19.17,20.77,19.69,9.71,0,1
52,52,2019-08-10,11,1,1.56,12,3,25.0,453,375,82.78,55.12,114,18,45,51,82,29,38,15,181,100,55.25,6,1,16.67,25,5,20.0,6,0,0.0,31,6,19.35,3,3,100.0,5,4,80.0,0,0,0,12,3,25.0,2,6,12,1,5,15,55,25,45.45,1,1,8,3,37.5,66,49,74.24,30,12,40.0,3,2,66.67,35,17,9,2,0,148,105,70.95,62,56,90.32,182,164,90.11,39,17,43.59,56,42,75.0,74,50,67.57,2,1,50.0,27,21,77.78,9,15.93,3.97,8.61,18.82,19.23,10.63,0,0
53,53,2019-05-12,2,3,1.95,16,9,56.25,501,417,83.23,55.74,99,22,27,50,80,33,37,10,207,117,56.52,7,3,42.86,36,11,30.56,2,1,50.0,25,3,12.0,4,2,50.0,4,0,0.0,0,0,0,23,5,21.74,5,11,25,4,7,21,74,40,54.05,1,5,16,9,56.25,72,46,63.89,32,16,50.0,4,2,50.0,41,13,8,0,0,171,129,75.44,65,61,93.85,190,168,88.42,51,28,54.9,67,52,77.61,96,70,72.92,8,5,62.5,14,13,92.86,9,17.01,5.11,10.18,18.58,19.29,11.54,0,-1
54,54,2019-05-04,2,1,2.18,16,6,37.5,438,375,85.62,53.35,94,18,32,44,78,41,28,9,208,92,44.23,5,1,20.0,34,9,26.47,6,1,16.67,30,5,16.67,10,4,40.0,2,0,0.0,0,0,0,30,15,50.0,14,12,32,1,17,31,67,27,40.3,1,0,11,5,45.45,53,31,58.49,38,15,39.47,6,4,66.67,35,16,11,1,0,153,131,85.62,48,44,91.67,185,161,87.03,32,18,56.25,57,48,84.21,104,81,77.88,3,1,33.33,18,16,88.89,6,16.3,3.88,7.31,16.87,22.7,11.7,0,-1
55,55,2019-04-27,1,3,2.37,10,5,50.0,434,354,81.57,53.54,133,29,63,41,89,53,24,12,241,98,40.66,4,1,25.0,23,4,17.39,3,3,100.0,28,3,10.71,3,2,66.67,1,0,0.0,0,0,0,10,3,30.0,2,10,21,2,5,14,79,23,29.11,0,3,21,7,33.33,75,46,61.33,35,10,28.57,3,2,66.67,49,19,9,1,0,167,119,71.26,59,55,93.22,143,128,89.51,45,21,46.67,31,24,77.42,67,36,53.73,4,1,25.0,24,23,95.83,21,17.55,4.09,10.37,16.17,17.93,9.13,0,0
56,56,2019-04-20,3,0,2.13,15,5,33.33,422,354,83.89,54.23,89,14,36,39,62,25,29,8,203,105,51.72,2,0,0.0,26,8,30.77,4,1,25.0,29,5,17.24,3,1,33.33,3,0,0.0,0,0,0,9,3,33.33,4,9,22,3,4,21,53,24,45.28,1,1,17,7,41.18,71,45,63.38,45,20,44.44,4,1,25.0,38,17,11,1,0,133,104,78.2,51,42,82.35,185,166,89.73,36,20,55.56,56,44,78.57,91,70,76.92,2,1,50.0,19,18,94.74,9,14.89,4.02,8.53,16.38,20.54,13.05,0,1
57,57,2019-04-13,3,5,1.75,13,7,53.85,447,377,84.34,49.53,103,28,39,36,74,35,26,13,185,98,52.97,5,2,40.0,26,11,42.31,4,1,25.0,19,1,5.26,1,1,100.0,2,1,50.0,0,0,0,11,7,63.64,6,17,23,3,4,26,52,21,40.38,0,0,8,1,12.5,70,43,61.43,34,20,58.82,4,1,25.0,46,20,6,4,0,138,95,68.84,69,65,94.2,165,151,91.52,32,13,40.63,43,27,62.79,65,44,67.69,11,4,36.36,13,12,92.31,9,16.91,4.61,7.16,17.22,17.26,14.45,0,1
58,58,2019-04-06,3,1,0.99,10,3,30.0,418,341,81.58,58.9,100,22,33,45,85,58,21,6,212,110,51.89,4,1,25.0,25,5,20.0,4,0,0.0,33,4,12.12,3,1,33.33,4,1,25.0,0,0,0,19,6,31.58,6,17,24,1,10,27,58,28,48.28,2,3,11,4,36.36,46,27,58.7,64,32,50.0,2,1,50.0,43,19,12,2,0,152,114,75.0,50,46,92.0,157,141,89.81,38,20,52.63,58,44,75.86,91,65,71.43,10,3,30.0,23,22,95.65,11,16.12,3.73,9.09,19.65,20.2,15.0,0,1
59,59,2019-03-30,3,0,0.89,8,2,25.0,397,331,83.38,39.35,109,23,47,39,77,27,37,13,236,92,38.98,6,1,16.67,21,6,28.57,2,0,0.0,18,2,11.11,1,1,100.0,2,0,0.0,0,0,0,11,4,36.36,4,5,16,2,6,6,63,23,36.51,1,2,16,4,25.0,78,40,51.28,47,15,31.91,4,4,100.0,48,17,12,2,0,143,108,75.52,56,54,96.43,141,124,87.94,31,19,61.29,52,32,61.54,70,48,68.57,3,0,0.0,26,22,84.62,9,18.02,3.78,7.81,21.07,18.84,12.11,0,-1
60,60,2019-03-16,3,2,1.67,10,3,30.0,375,284,75.73,50.07,122,24,40,58,86,45,27,14,208,92,44.23,2,0,0.0,28,2,7.14,5,2,40.0,31,5,16.13,6,3,50.0,5,2,40.0,1,1,100,13,2,15.38,1,7,19,3,4,12,81,27,33.33,0,2,11,4,36.36,40,22,55.0,39,21,53.85,4,1,25.0,34,17,9,3,0,158,101,63.92,44,39,88.64,125,110,88.0,33,9,27.27,67,39,58.21,67,53,79.1,4,2,50.0,18,16,88.89,12,15.23,3.68,8.8,15.7,21.37,15.75,0,0
61,61,2019-03-09,3,2,1.53,8,4,50.0,347,263,75.79,45.3,114,28,40,46,75,43,20,12,244,115,47.13,1,1,100.0,22,5,22.73,4,1,25.0,29,2,6.9,5,0,0.0,2,1,50.0,0,0,0,14,8,57.14,7,12,23,1,5,22,65,33,50.77,0,0,8,2,25.0,81,44,54.32,38,12,31.58,2,0,0.0,57,26,9,1,0,141,96,68.09,54,45,83.33,88,71,80.68,47,20,42.55,43,23,53.49,63,38,60.32,8,3,37.5,21,19,90.48,13,15.49,2.92,13.54,13.06,19.15,13.19,0,1
62,62,2019-03-02,1,0,0.0,0,0,0.0,169,108,63.91,20.18,103,41,31,31,45,34,10,1,132,63,47.73,0,0,0.0,8,0,0.0,2,0,0.0,17,0,0.0,0,0,0.0,2,0,0.0,0,0,0,1,0,0.0,0,0,4,1,1,2,30,13,43.33,1,1,19,6,31.58,56,34,60.71,23,8,34.78,7,4,57.14,56,30,6,1,0,86,44,51.16,21,18,85.71,41,30,73.17,41,12,29.27,22,4,18.18,41,13,31.71,1,0,0.0,19,14,73.68,15,15.62,1.9,24.26,0.0,21.26,35.73,0,1
63,63,2019-02-27,3,1,1.46,12,5,41.67,328,263,80.18,37.47,95,20,32,43,69,31,24,14,164,91,55.49,5,3,60.0,24,6,25.0,2,2,100.0,20,3,15.0,4,1,25.0,3,0,0.0,0,0,0,11,3,27.27,3,8,20,3,7,15,50,25,50.0,4,5,17,7,41.18,63,37,58.73,22,10,45.45,5,3,60.0,47,25,8,2,0,119,82,68.91,48,45,93.75,118,103,87.29,42,20,47.62,48,28,58.33,72,50,69.44,6,2,33.33,16,15,93.75,4,16.37,3.53,12.8,19.15,19.77,17.0,0,-1
64,64,2019-02-23,2,1,2.48,8,3,37.5,349,277,79.37,48.15,118,29,36,53,82,38,31,13,237,110,46.41,1,0,0.0,25,3,12.0,5,1,20.0,32,2,6.25,9,2,22.22,3,0,0.0,2,1,50,17,5,29.41,2,8,19,3,6,17,85,37,43.53,1,1,10,2,20.0,58,31,53.45,53,26,49.06,6,2,33.33,49,33,9,4,0,139,95,68.35,53,48,90.57,105,89,84.76,39,21,53.85,46,26,56.52,60,43,71.67,8,2,25.0,27,25,92.59,7,14.96,2.96,11.17,13.37,19.23,13.67,0,0
65,65,2019-02-09,8,0,0.38,11,2,18.18,347,277,79.83,34.98,100,28,29,43,84,52,13,19,211,84,39.81,6,0,0.0,22,7,31.82,1,1,100.0,29,3,10.34,5,2,40.0,1,0,0.0,0,0,0,12,5,41.67,5,9,17,2,6,15,76,19,25.0,2,3,20,9,45.0,54,34,62.96,33,11,33.33,4,2,50.0,54,18,6,2,0,118,76,64.41,34,31,91.18,135,123,91.11,26,10,38.46,37,25,67.57,64,41,64.06,1,0,0.0,15,13,86.67,11,17.58,3.44,7.49,24.89,19.95,30.14,0,-1
66,66,2019-02-02,3,0,0.66,6,2,33.33,599,517,86.31,70.5,112,19,37,56,102,40,37,25,268,125,46.64,3,1,33.33,42,3,7.14,0,0,0.0,29,3,10.34,7,0,0.0,4,1,25.0,0,0,0,19,5,26.32,5,12,28,3,6,24,108,54,50.0,0,2,9,4,44.44,53,30,56.6,58,21,36.21,4,0,0.0,46,20,14,2,0,195,160,82.05,116,110,94.83,190,170,89.47,34,21,61.76,76,65,85.53,101,91,90.1,11,4,36.36,23,21,91.3,3,16.74,5.65,5.68,18.64,18.03,4.96,0,-1
67,67,2019-01-30,2,4,1.68,11,7,63.64,326,266,81.6,31.49,95,32,37,26,67,45,13,9,152,69,45.39,3,1,33.33,17,5,29.41,5,3,60.0,18,3,16.67,3,0,0.0,0,0,0.0,0,0,0,12,7,58.33,5,14,19,0,5,17,34,18,52.94,1,0,11,7,63.64,59,30,50.85,32,12,37.5,3,2,66.67,57,35,7,1,0,129,87,67.44,45,42,93.33,98,91,92.86,32,19,59.38,23,15,65.22,65,40,61.54,9,4,44.44,16,15,93.75,3,16.58,3.43,9.82,16.49,18.36,28.0,0,-1
68,68,2019-01-19,3,2,1.18,9,3,33.33,355,275,77.46,41.01,102,18,30,54,76,43,22,11,198,95,47.98,5,1,20.0,29,5,17.24,7,2,28.57,21,2,9.52,2,0,0.0,3,1,33.33,0,0,0,17,5,29.41,5,12,24,1,6,20,59,20,33.9,3,0,8,1,12.5,65,40,61.54,40,18,45.0,2,0,0.0,47,20,5,0,0,135,91,67.41,47,41,87.23,111,95,85.59,30,17,56.67,48,33,68.75,74,55,74.32,13,6,46.15,19,17,89.47,6,15.53,3.23,8.45,17.27,20.72,12.44,0,-1
69,69,2019-01-13,2,0,0.67,12,4,33.33,328,250,76.22,46.31,116,22,27,67,85,37,26,22,298,136,45.64,5,1,20.0,34,4,11.76,3,2,66.67,33,5,15.15,9,5,55.56,6,0,0.0,0,0,0,16,4,25.0,4,5,18,1,8,14,84,36,42.86,1,2,13,3,23.08,66,40,60.61,73,33,45.21,9,5,55.56,44,18,8,0,0,124,77,62.1,49,41,83.67,107,95,88.79,38,15,39.47,60,36,60.0,65,48,73.85,7,4,57.14,29,26,89.66,10,15.67,2.65,11.59,22.74,21.85,7.97,0,-1
70,70,2019-01-02,3,3,2.88,25,12,48.0,454,367,80.84,56.98,119,16,50,53,105,46,47,12,229,109,47.6,7,4,57.14,33,14,42.42,6,2,33.33,29,9,31.03,4,3,75.0,5,4,80.0,0,0,0,16,6,37.5,6,10,28,6,8,33,87,37,42.53,2,3,11,3,27.27,54,35,64.81,58,22,37.93,7,3,42.86,44,15,9,1,0,166,115,69.28,53,47,88.68,166,151,90.96,45,25,55.56,55,36,65.45,84,68,80.95,1,0,0.0,20,20,100.0,9,17.36,3.63,9.91,17.03,18.09,8.82,0,0
71,71,2018-12-30,7,1,0.67,7,3,42.86,334,272,81.44,37.06,86,19,29,38,59,34,15,10,140,76,54.29,3,0,0.0,16,4,25.0,5,1,20.0,26,2,7.69,5,2,40.0,2,0,0.0,0,0,0,11,2,18.18,2,7,22,1,7,12,46,19,41.3,0,4,10,6,60.0,51,35,68.63,24,12,50.0,1,0,0.0,27,12,7,0,0,109,80,73.39,38,32,84.21,126,104,82.54,24,10,41.67,38,28,73.68,63,37,58.73,5,1,20.0,18,13,72.22,6,15.58,3.52,7.19,15.58,17.99,29.56,0,-1
72,72,2018-12-26,8,0,1.23,13,4,30.77,444,375,84.46,43.92,80,14,22,44,59,24,26,9,158,77,48.73,2,0,0.0,32,12,37.5,0,0,0.0,15,1,6.67,4,1,25.0,0,0,0.0,0,0,0,19,10,52.63,12,12,32,1,14,25,34,11,32.35,3,5,8,7,87.5,54,33,61.11,29,17,58.62,2,1,50.0,34,6,8,1,0,156,114,73.08,59,54,91.53,161,150,93.17,32,18,56.25,65,46,70.77,77,58,75.32,9,5,55.56,24,24,100.0,6,18.18,4.67,7.21,14.18,19.25,15.14,0,-1
73,73,2018-12-22,3,2,0.96,14,3,21.43,489,418,85.48,52.67,107,15,38,54,88,39,36,13,220,115,52.27,9,2,22.22,29,6,20.69,6,1,16.67,34,5,14.71,6,1,16.67,4,2,50.0,0,0,0,16,5,31.25,5,12,21,1,6,23,93,39,41.94,3,0,8,4,50.0,50,31,62.0,43,31,72.09,8,6,75.0,45,13,8,2,0,177,139,78.53,64,62,96.88,162,143,88.27,40,21,52.5,53,36,67.92,85,66,77.65,10,7,70.0,28,25,89.29,7,18.83,4.01,8.18,18.38,17.68,7.5,0,-1
74,74,2018-12-15,12,0,0.48,11,3,27.27,604,521,86.26,66.3,109,15,33,61,97,26,51,20,217,99,45.62,5,2,40.0,33,7,21.21,2,0,0.0,24,3,12.5,3,1,33.33,1,0,0.0,0,0,0,20,5,25.0,5,7,27,2,14,12,81,30,37.04,0,2,9,4,44.44,53,35,66.04,39,16,41.03,2,0,0.0,38,15,7,2,0,194,158,81.44,85,77,90.59,232,212,91.38,32,16,50.0,70,40,57.14,79,65,82.28,9,5,55.56,27,24,88.89,3,16.24,5.16,5.3,20.46,18.23,10.26,0,-1
75,75,2018-12-08,3,0,0.49,9,2,22.22,400,323,80.75,43.3,109,28,31,50,72,32,28,12,204,85,41.67,6,1,16.67,24,2,8.33,1,0,0.0,23,6,26.09,6,4,66.67,1,0,0.0,0,0,0,16,5,31.25,5,5,19,2,8,10,66,21,31.82,3,4,9,5,55.56,66,33,50.0,29,12,41.38,5,3,60.0,48,20,9,2,0,141,101,71.63,50,46,92.0,124,104,83.87,40,20,50.0,48,33,68.75,67,47,70.15,9,4,44.44,26,23,88.46,7,16.8,3.81,10.0,21.24,18.69,14.32,0,1
76,76,2018-12-04,3,2,0.67,7,3,42.86,299,222,74.25,33.4,139,44,44,51,84,54,23,7,222,92,41.44,3,0,0.0,20,3,15.0,3,1,33.33,21,2,9.52,4,1,25.0,2,1,50.0,0,0,0,10,2,20.0,1,4,12,2,5,7,59,19,32.2,3,1,17,6,35.29,54,34,62.96,75,29,38.67,4,2,50.0,66,25,13,4,0,127,80,62.99,49,42,85.71,74,65,87.84,54,29,53.7,50,30,60.0,74,44,59.46,0,0,0.0,20,16,80.0,8,16.9,2.69,18.06,17.72,22.44,19.63,0,-1
77,77,2018-12-01,1,1,0.44,4,1,25.0,266,213,80.08,29.63,82,21,25,36,65,38,20,7,207,95,45.89,1,0,0.0,19,3,15.79,6,0,0.0,21,1,4.76,4,0,0.0,1,0,0.0,0,0,0,13,7,53.85,7,4,18,0,8,14,56,16,28.57,3,3,14,7,50.0,70,40,57.14,51,26,50.98,4,3,75.0,42,24,3,0,0,93,69,74.19,44,41,93.18,78,66,84.62,38,24,63.16,31,20,64.52,51,34,66.67,5,2,40.0,22,19,86.36,6,15.04,2.61,14.29,13.9,18.86,60.0,0,-1
78,78,2018-11-25,3,1,0.91,11,5,45.45,383,298,77.81,40.33,127,36,40,51,84,31,38,15,188,88,46.81,6,1,16.67,36,8,22.22,4,1,25.0,27,1,3.7,5,0,0.0,4,0,0.0,0,0,0,18,5,27.78,5,9,22,0,12,13,56,20,35.71,4,2,19,5,26.32,56,32,57.14,44,22,50.0,6,3,50.0,61,16,7,2,0,154,108,70.13,52,47,90.38,120,101,84.17,49,25,51.02,50,36,72.0,82,52,63.41,4,3,75.0,24,22,91.67,13,18.88,3.36,12.79,17.96,20.12,13.12,0,1
79,79,2018-11-10,2,1,2.48,13,3,23.08,505,401,79.41,54.2,134,27,59,48,86,33,43,10,251,126,50.2,3,0,0.0,31,4,12.9,5,3,60.0,34,7,20.59,10,5,50.0,3,1,33.33,0,0,0,16,5,31.25,7,8,21,3,9,23,55,29,52.73,2,2,15,8,53.33,78,49,62.82,61,24,39.34,8,4,50.0,57,27,11,1,0,181,125,69.06,49,41,83.67,188,172,91.49,28,15,53.57,49,37,75.51,83,53,63.86,10,4,40.0,23,23,100.0,13,19.25,4.28,5.54,13.44,17.46,5.25,0,-1
80,80,2018-11-03,2,1,2.49,17,8,47.06,392,317,80.87,48.59,114,27,36,51,80,37,26,17,199,100,50.25,7,2,28.57,24,8,33.33,6,4,66.67,30,4,13.33,9,2,22.22,4,1,25.0,0,0,0,19,5,26.32,6,12,30,3,8,26,59,26,44.07,0,2,17,7,41.18,61,37,60.66,42,16,38.1,3,2,66.67,49,24,12,4,0,137,103,75.18,67,63,94.03,123,108,87.8,40,23,57.5,57,34,59.65,78,57,73.08,3,3,100.0,22,19,86.36,7,16.3,3.53,10.2,18.44,20.85,11.32,0,1
81,81,2018-10-27,1,3,1.81,11,5,45.45,498,431,86.55,47.68,95,14,34,47,72,33,30,9,185,78,42.16,4,2,50.0,28,7,25.0,7,2,28.57,29,1,3.45,5,0,0.0,4,0,0.0,1,1,100,21,8,38.1,9,11,36,1,12,26,54,25,46.3,2,0,8,1,12.5,58,35,60.34,43,11,25.58,2,2,100.0,41,15,2,1,0,169,134,79.29,69,65,94.2,210,190,90.48,44,27,61.36,66,50,75.76,110,91,82.73,9,6,66.67,24,21,87.5,8,18.55,4.7,8.84,17.15,20.38,15.13,0,1
82,82,2018-10-20,3,0,0.82,9,2,22.22,445,360,80.9,63.67,119,17,50,52,85,38,34,13,217,90,41.47,2,0,0.0,34,5,14.71,3,0,0.0,29,4,13.79,6,1,16.67,3,1,33.33,0,0,0,19,7,36.84,6,10,24,1,9,15,77,25,32.47,0,0,8,4,50.0,46,24,52.17,63,28,44.44,3,1,33.33,32,8,10,1,0,168,117,69.64,76,68,89.47,143,126,88.11,53,25,47.17,56,34,60.71,86,56,65.12,5,1,20.0,32,28,87.5,6,13.76,3.8,11.91,14.48,21.42,8.91,0,0
83,83,2018-10-06,3,4,3.02,10,7,70.0,422,354,83.89,49.4,97,34,28,35,87,57,21,9,188,91,48.4,1,0,0.0,24,5,20.83,4,1,25.0,23,3,13.04,7,3,42.86,1,0,0.0,1,1,100,12,4,33.33,4,5,23,1,8,15,57,21,36.84,2,0,13,2,15.38,55,32,58.18,44,21,47.73,4,2,50.0,62,20,9,1,0,139,107,76.98,63,60,95.24,161,139,86.34,37,23,62.16,57,46,80.7,83,60,72.29,12,5,41.67,14,11,78.57,6,17.65,4.06,8.77,10.5,18.12,7.57,0,1
84,84,2018-10-01,3,2,1.7,9,5,55.56,415,342,82.41,46.1,121,22,40,59,100,43,40,17,198,93,46.97,3,0,0.0,26,4,15.38,7,1,14.29,22,2,9.09,3,1,33.33,3,1,33.33,1,1,100,13,6,46.15,5,8,23,2,9,14,59,18,30.51,2,1,10,2,20.0,73,40,54.79,35,18,51.43,5,2,40.0,42,22,9,3,0,149,109,73.15,63,61,96.83,147,134,91.16,47,29,61.7,58,42,72.41,71,58,81.69,6,0,0.0,21,20,95.24,7,16.42,3.81,11.33,17.37,19.66,15.41,0,-1
85,85,2018-09-22,3,0,1.44,17,5,29.41,572,490,85.66,63.61,121,22,42,57,100,52,27,21,231,99,42.86,11,3,27.27,44,10,22.73,3,2,66.67,31,4,12.9,8,2,25.0,2,0,0.0,0,0,0,26,13,50.0,10,17,38,4,16,27,78,31,39.74,2,4,12,5,41.67,33,21,63.64,65,27,41.54,4,2,50.0,37,15,6,0,0,182,146,80.22,69,61,88.41,239,213,89.12,40,23,57.5,65,50,76.92,112,86,76.79,7,3,42.86,16,15,93.75,6,16.79,4.81,6.99,21.89,18.75,9.73,0,-1
86,86,2018-09-15,3,4,1.89,9,5,55.56,329,250,75.99,45.39,111,21,50,40,71,37,23,11,233,92,39.48,2,0,0.0,24,5,20.83,2,2,100.0,29,1,3.45,4,0,0.0,4,0,0.0,1,1,100,12,3,25.0,2,5,15,5,3,17,77,21,27.27,1,2,12,7,58.33,75,40,53.33,46,16,34.78,5,1,20.0,46,11,14,3,0,146,99,67.81,44,39,88.64,89,74,83.15,46,23,50.0,41,27,65.85,74,45,60.81,5,3,60.0,31,29,93.55,9,16.38,2.7,13.98,17.33,20.15,10.35,0,-1
87,87,2018-09-01,1,0,0.95,8,1,12.5,242,181,74.79,28.58,103,34,22,47,63,30,20,13,224,90,40.18,4,0,0.0,27,4,14.81,4,1,25.0,24,3,12.5,6,1,16.67,2,1,50.0,0,0,0,15,2,13.33,3,5,16,0,7,13,62,17,27.42,1,2,24,6,25.0,86,45,52.33,35,13,37.14,7,2,28.57,61,32,7,2,0,112,77,68.75,30,29,96.67,63,47,74.6,23,14,60.87,43,30,69.77,53,40,75.47,1,0,0.0,20,18,90.0,9,15.8,2.26,9.5,19.62,18.53,18.43,0,-1
88,88,2018-08-25,3,2,2.59,14,5,35.71,378,302,79.89,53.59,100,17,23,60,69,38,24,7,216,108,50.0,5,2,40.0,29,7,24.14,4,1,25.0,22,5,22.73,6,4,66.67,1,1,100.0,1,1,100,21,5,23.81,5,11,33,6,12,21,71,30,42.25,5,2,10,4,40.0,68,44,64.71,44,21,47.73,3,2,66.67,38,15,12,0,1,155,116,74.84,51,44,86.27,129,112,86.82,36,20,55.56,74,46,62.16,79,65,82.28,9,4,44.44,29,27,93.1,9,14.77,3.67,9.52,16.65,22.03,6.8,0,0
